ID	name	rank1	rank2	metric1	metric2
c80842_g2	c80842_g2	8864	4028	-0.011903667	0.084534875
c95933_g1	c95933_g1	8865	14025	-0.011921845	-0.182614982
c95372_g5	c95372_g5	8866	7562	-0.011922491	0.009129168
c77680_g1	c77680_g1	8867	2383	-0.011940109	0.140712656
c94972_g10	c94972_g10	8868	7253	-0.011983287	0.01479337
c93226_g5	c93226_g5	8869	11370	-0.011993721	-0.075671082
c94192_g5	c94192_g5	8870	7398	-0.011995882	0.01210527
c91114_g2	c91114_g2	8871	7462	-0.011996875	0.01126332
c84119_g3	c84119_g3	8872	2033	-0.012014083	0.157912455
c90424_g2	c90424_g2	8873	3265	-0.01202364	0.107712666
c91754_g5	c91754_g5	8874	5388	-0.012027717	0.052222604
c96309_g8	c96309_g8	8875	9727	-0.012080035	-0.036965821
c87379_g1	c87379_g1	8876	2115	-0.012095502	0.15271146
c93874_g14	c93874_g14	8877	3597	-0.012101761	0.096872022
c82687_g1	c82687_g1	8878	9874	-0.012106466	-0.040180988
c85141_g1	c85141_g1	8879	10554	-0.012119057	-0.055568246
c97487_g5	c97487_g5	8880	12616	-0.012126381	-0.114267186
c86502_g4	c86502_g4	8881	7727	-0.012129146	0.005617016
c89335_g2	c89335_g2	8882	15515	-0.012130815	-0.381771135
c95206_g1	c95206_g1	8883	12290	-0.012141363	-0.102974444
c85542_g2	c85542_g2	8884	5994	-0.012148399	0.039933621
c96119_g5	c96119_g5	8885	5100	-0.01215823	0.058309629
c96028_g6	c96028_g6	8886	10475	-0.012171861	-0.053280716
c96118_g2	c96118_g2	8887	14142	-0.012216754	-0.192152956
c88630_g4	c88630_g4	8888	4255	-0.012217937	0.07848633
c90688_g6	c90688_g6	8889	5786	-0.012228531	0.043925861
c95986_g1	c95986_g1	8890	13592	-0.012251689	-0.156068064
c90514_g7	c90514_g7	8891	8570	-0.012259667	-0.01170323
c93384_g13	c93384_g13	8892	11335	-0.012280673	-0.074614442
c97167_g4	c97167_g4	8893	3272	-0.01229254	0.107411231
c91997_g8	c91997_g8	8894	6033	-0.012294198	0.03906597
c93206_g1	c93206_g1	8895	6408	-0.012302216	0.031540407
c83837_g1	c83837_g1	8896	5141	-0.012305699	0.057381431
c95046_g1	c95046_g1	8897	2721	-0.012313337	0.126525686
c91973_g3	c91973_g3	8898	9564	-0.012321975	-0.033125196
c93972_g4	c93972_g4	8899	7036	-0.012335376	0.018617706
c85611_g1	c85611_g1	8900	3761	-0.012335833	0.091672124
c94282_g2	c94282_g2	8901	6031	-0.012336745	0.039119918
c93589_g2	c93589_g2	8902	7118	-0.012358006	0.01721862
c90066_g6	c90066_g6	8903	15159	-0.012360978	-0.297299918
c87913_g2	c87913_g2	8904	11932	-0.01238234	-0.092125118
c85646_g2	c85646_g2	8905	4876	-0.01238778	0.06319087
c87256_g6	c87256_g6	8906	10245	-0.012391651	-0.048748245
c97144_g7	c97144_g7	8907	15040	-0.012391746	-0.278570216
c88720_g2	c88720_g2	8908	10705	-0.01242202	-0.059733566
c93708_g1	c93708_g1	8909	7487	-0.012423269	0.010621496
c93349_g2	c93349_g2	8910	3884	-0.012443284	0.088436871
c93823_g5	c93823_g5	8911	11453	-0.012479896	-0.077906153
c86443_g2	c86443_g2	8912	10628	-0.01248722	-0.057405735
c94431_g2	c94431_g2	8913	3453	-0.012507999	0.101517379
c95724_g1	c95724_g1	8914	2144	-0.012512691	0.150946897
c95224_g7	c95224_g7	8915	11180	-0.012516999	-0.070740901
c92679_g10	c92679_g10	8916	15966	-0.012521128	-0.676144495
c84488_g2	c84488_g2	8917	4029	-0.012527658	0.084503568
c96338_g7	c96338_g7	8918	13792	-0.012528531	-0.167955056
c91461_g2	c91461_g2	8919	7331	-0.012542745	0.013220831
c83736_g1	c83736_g1	8920	5394	-0.012556618	0.052069033
c95595_g5	c95595_g5	8921	2023	-0.012591503	0.158382476
c96914_g6	c96914_g6	8922	14447	-0.012601325	-0.215445452
c89563_g4	c89563_g4	8923	6470	-0.012640247	0.030192764
c90989_g3	c90989_g3	8924	12199	-0.012689009	-0.100156102
c94475_g5	c94475_g5	8925	7330	-0.012708964	0.013230617
c91426_g1	c91426_g1	8926	11739	-0.012712467	-0.086620442
c94851_g3	c94851_g3	8927	4125	-0.012740283	0.082202912
c88947_g2	c88947_g2	8928	8055	-0.012756769	-0.000835727
c84716_g2	c84716_g2	8929	11606	-0.012760058	-0.082522317
c81599_g2	c81599_g2	8930	5240	-0.012769192	0.055387707
c88015_g2	c88015_g2	8931	4630	-0.012775976	0.068627959
c85327_g5	c85327_g5	8932	6877	-0.012784052	0.021650304
c95164_g11	c95164_g11	8933	883	-0.012785105	0.267937642
c92361_g9	c92361_g9	8934	5185	-0.012796435	0.056446821
c87946_g5	c87946_g5	8935	9755	-0.012803605	-0.037789554
c89392_g1	c89392_g1	8936	3858	-0.012812315	0.089295817
c84449_g7	c84449_g7	8937	11298	-0.012815022	-0.073623531
c69359_g1	c69359_g1	8938	5168	-0.012821003	0.056841096
c91817_g1	c91817_g1	8939	2088	-0.012827454	0.154426126
c91237_g3	c91237_g3	8940	9631	-0.012834624	-0.034874845
c83113_g1	c83113_g1	8941	9295	-0.012839013	-0.027473159
c85565_g2	c85565_g2	8942	6365	-0.012885615	0.032408261
c88323_g2	c88323_g2	8943	6945	-0.01290102	0.020242465
c87891_g3	c87891_g3	8944	15235	-0.012903684	-0.312003131
c90713_g1	c90713_g1	8945	2515	-0.012909493	0.135314315
c97238_g1	c97238_g1	8946	8190	-0.012930389	-0.003654099
c92234_g4	c92234_g4	8947	16083	-0.012930556	-0.939609241
c96000_g1	c96000_g1	8948	5490	-0.012930851	0.050131982
c88169_g2	c88169_g2	8949	12048	-0.012949372	-0.095641367
c96670_g2	c96670_g2	8950	1672	-0.012952993	0.180482862
c86234_g1	c86234_g1	8951	4542	-0.012959949	0.071219967
c95073_g1	c95073_g1	8952	9722	-0.012961584	-0.036851764
c84811_g9	c84811_g9	8953	1544	-0.012983566	0.190309126
c85709_g1	c85709_g1	8954	11846	-0.012997039	-0.089774889
c81442_g3	c81442_g3	8955	15466	-0.013031207	-0.368312352
c94672_g6	c94672_g6	8956	8530	-0.013039577	-0.010699429
c94422_g1	c94422_g1	8957	8969	-0.013054492	-0.020135927
c93126_g2	c93126_g2	8958	12548	-0.013054706	-0.112058502
c95334_g4	c95334_g4	8959	10592	-0.013057162	-0.056468397
c82441_g3	c82441_g3	8960	9764	-0.013063708	-0.038031522
c87038_g6	c87038_g6	8961	3421	-0.013071831	0.102655997
c91886_g3	c91886_g3	8962	12851	-0.013078066	-0.123075344
c92998_g2	c92998_g2	8963	9041	-0.013096209	-0.021960578
c86132_g1	c86132_g1	8964	1873	-0.013097684	0.167623784
c91381_g1	c91381_g1	8965	10834	-0.013099009	-0.062808317
c85131_g4	c85131_g4	8966	8468	-0.013107453	-0.00934125
c93975_g2	c93975_g2	8967	4957	-0.013108538	0.061520465
c93744_g3	c93744_g3	8968	6020	-0.013126652	0.039292244
c91115_g3	c91115_g3	8969	4135	-0.013127386	0.08196032
c94679_g3	c94679_g3	8970	10060	-0.013142628	-0.044387736
c91755_g3	c91755_g3	8971	11855	-0.013149109	-0.090081389
c83995_g1	c83995_g1	8972	6606	-0.013149613	0.027042821
c84150_g1	c84150_g1	8973	4638	-0.013169721	0.068519583
c95259_g2	c95259_g2	8974	9227	-0.013170889	-0.026072197
c92637_g4	c92637_g4	8975	3440	-0.013174721	0.101883326
c86420_g5	c86420_g5	8976	4167	-0.013183549	0.081167204
c92529_g2	c92529_g2	8977	9512	-0.013184762	-0.032060391
c84642_g1	c84642_g1	8978	14098	-0.013201773	-0.189077571
c90431_g1	c90431_g1	8979	11632	-0.013210057	-0.083080741
c82562_g1	c82562_g1	8980	11899	-0.013244447	-0.091135573
c87506_g8	c87506_g8	8981	6113	-0.01327955	0.037425632
c91272_g1	c91272_g1	8982	9035	-0.013281244	-0.02181626
c85282_g9	c85282_g9	8983	15566	-0.013305665	-0.397489976
c87834_g1	c87834_g1	8984	1381	-0.013320758	0.205195659
c91324_g1	c91324_g1	8985	594	-0.013336113	0.329719056
c83903_g1	c83903_g1	8986	5465	-0.013336544	0.050558521
c95274_g3	c95274_g3	8987	13660	-0.013345548	-0.160225234
c96676_g5	c96676_g5	8988	8728	-0.013353534	-0.015258926
c87629_g4	c87629_g4	8989	14592	-0.013357443	-0.229806035
c90957_g8	c90957_g8	8990	10839	-0.013379429	-0.062931283
c92479_g8	c92479_g8	8991	4421	-0.013386655	0.074082233
c93320_g11	c93320_g11	8992	1598	-0.013399053	0.185868113
c95359_g7	c95359_g7	8993	3266	-0.0134043	0.107697762
c90873_g1	c90873_g1	8994	6351	-0.013405253	0.03268384
c93188_g5	c93188_g5	8995	15732	-0.013405942	-0.475720217
c86157_g3	c86157_g3	8996	10431	-0.01340637	-0.052500557
c94947_g7	c94947_g7	8997	1997	-0.013462296	0.159681441
c92242_g8	c92242_g8	8998	10282	-0.013495696	-0.049460339
c95686_g1	c95686_g1	8999	15925	-0.013500541	-0.626818063
c95668_g5	c95668_g5	9000	13933	-0.013502137	-0.176158556
c90560_g1	c90560_g1	9001	7451	-0.013530327	0.011413602
c94111_g6	c94111_g6	9002	2981	-0.013533999	0.117652782
c85525_g1	c85525_g1	9003	5478	-0.013548656	0.050358105
c85688_g3	c85688_g3	9004	8758	-0.013550134	-0.015810935
c89701_g7	c89701_g7	9005	3319	-0.013557058	0.105874453
c90848_g2	c90848_g2	9006	13225	-0.013565208	-0.138013627
c87965_g1	c87965_g1	9007	3091	-0.013602644	0.113309801
c95238_g3	c95238_g3	9008	12121	-0.013619276	-0.097864805
c89447_g13	c89447_g13	9009	3672	-0.013645617	0.094392993
c93845_g1	c93845_g1	9010	7709	-0.013680827	0.006024242
c87950_g5	c87950_g5	9011	2133	-0.013681464	0.151537018
c95131_g1	c95131_g1	9012	10985	-0.013686625	-0.066219559
c86007_g5	c86007_g5	9013	14111	-0.013688089	-0.190015686
c84811_g4	c84811_g4	9014	13110	-0.013693934	-0.13262884
c90651_g3	c90651_g3	9015	12696	-0.013694897	-0.116773114
c97606_g2	c97606_g2	9016	12452	-0.013721322	-0.108558607
c90901_g1	c90901_g1	9017	3098	-0.013730466	0.113099755
c88961_g1	c88961_g1	9018	5885	-0.013740228	0.042022431
c86328_g9	c86328_g9	9019	15067	-0.013742984	-0.283422265
c88818_g2	c88818_g2	9020	1001	-0.013755136	0.249732312
c89411_g5	c89411_g5	9021	12678	-0.013755491	-0.116262765
c95701_g1	c95701_g1	9022	7936	-0.013773218	0.001553932
c86604_g3	c86604_g3	9023	7675	-0.01379117	0.006492699
c81629_g1	c81629_g1	9024	6414	-0.013792862	0.031445634
c93127_g6	c93127_g6	9025	9201	-0.013795922	-0.025581828
c94298_g10	c94298_g10	9026	15637	-0.013808406	-0.42717785
c95368_g1	c95368_g1	9027	3355	-0.013812925	0.104890913
c96544_g2	c96544_g2	9028	4002	-0.013839476	0.085105286
c91496_g8	c91496_g8	9029	14395	-0.01384042	-0.211127857
c83381_g3	c83381_g3	9030	7585	-0.013884766	0.008748053
c86212_g1	c86212_g1	9031	13384	-0.01389497	-0.145252003
c86554_g8	c86554_g8	9032	8409	-0.013896862	-0.008338495
c96701_g2	c96701_g2	9033	12918	-0.013918148	-0.125692996
c90738_g2	c90738_g2	9034	7838	-0.013918346	0.003511533
c95926_g4	c95926_g4	9035	12070	-0.013922075	-0.096088095
c88609_g3	c88609_g3	9036	7439	-0.013937874	0.011583438
c90931_g4	c90931_g4	9037	1807	-0.013959984	0.171244788
c86844_g4	c86844_g4	9038	9301	-0.013980821	-0.027554778
c90701_g4	c90701_g4	9039	3553	-0.013983726	0.098063941
c88629_g1	c88629_g1	9040	11091	-0.014002493	-0.068517442
c85879_g3	c85879_g3	9041	14351	-0.014006219	-0.207106147
c79060_g1	c79060_g1	9042	11372	-0.014006325	-0.07577265
c94562_g3	c94562_g3	9043	13723	-0.014008559	-0.164006015
c91225_g4	c91225_g4	9044	14345	-0.014037514	-0.206975526
c89919_g2	c89919_g2	9045	8341	-0.01404188	-0.006686317
c78681_g1	c78681_g1	9046	1350	-0.014072748	0.20877776
c89499_g6	c89499_g6	9047	3030	-0.014102571	0.11559361
c96827_g6	c96827_g6	9048	9685	-0.014103138	-0.036074427
c91153_g6	c91153_g6	9049	6850	-0.014137663	0.022110148
c85239_g2	c85239_g2	9050	5365	-0.014151709	0.052638605
c93665_g4	c93665_g4	9051	8801	-0.014168752	-0.016450528
c86341_g1	c86341_g1	9052	10252	-0.01416992	-0.048858623
c94785_g6	c94785_g6	9053	8034	-0.014176445	-0.00052293
c85490_g5	c85490_g5	9054	12294	-0.014178935	-0.103025574
c90311_g3	c90311_g3	9055	10310	-0.014180088	-0.049922972
c91159_g4	c91159_g4	9056	11624	-0.014184646	-0.082852424
c85379_g2	c85379_g2	9057	958	-0.014199354	0.256866648
c85658_g2	c85658_g2	9058	7607	-0.014208714	0.008186941
c94010_g1	c94010_g1	9059	8046	-0.014229382	-0.000660534
c85339_g6	c85339_g6	9060	4100	-0.014241019	0.082863469
c91560_g6	c91560_g6	9061	11880	-0.014243553	-0.090783972
c92549_g7	c92549_g7	9062	15280	-0.014291231	-0.325090338
c85182_g1	c85182_g1	9063	2697	-0.014294462	0.127257863
c91527_g3	c91527_g3	9064	13185	-0.014303308	-0.136407567
c88530_g9	c88530_g9	9065	7511	-0.014316151	0.010015733
c97077_g1	c97077_g1	9066	13955	-0.014333557	-0.177343319
c90951_g2	c90951_g2	9067	2496	-0.014339038	0.136213692
c94237_g3	c94237_g3	9068	6081	-0.0143426	0.038030107
c89631_g3	c89631_g3	9069	7594	-0.014345349	0.008535708
c92200_g8	c92200_g8	9070	12647	-0.014365787	-0.11530809
c86905_g2	c86905_g2	9071	14794	-0.014407005	-0.249893699
c93728_g5	c93728_g5	9072	8634	-0.014424168	-0.013322864
c95739_g4	c95739_g4	9073	10002	-0.014428633	-0.042823683
c95754_g1	c95754_g1	9074	7053	-0.014434319	0.018365102
c93558_g3	c93558_g3	9075	12301	-0.014436995	-0.103185359
c93460_g3	c93460_g3	9076	6768	-0.01444471	0.023765774
c95661_g7	c95661_g7	9077	2156	-0.014445355	0.150491849
c93413_g2	c93413_g2	9078	11292	-0.014448566	-0.073402315
c85344_g2	c85344_g2	9079	10600	-0.014452747	-0.056733703
c93130_g2	c93130_g2	9080	11226	-0.014477228	-0.07182381
c79524_g1	c79524_g1	9081	14334	-0.014489064	-0.206148485
c92909_g4	c92909_g4	9082	6388	-0.014489133	0.031938924
c86762_g4	c86762_g4	9083	9984	-0.014503006	-0.042411803
c92782_g8	c92782_g8	9084	6101	-0.014504145	0.03760636
c93360_g2	c93360_g2	9085	6487	-0.014506579	0.029716521
c95683_g5	c95683_g5	9086	8376	-0.014516781	-0.007532021
c82833_g1	c82833_g1	9087	2577	-0.014546572	0.132506354
c86911_g2	c86911_g2	9088	14235	-0.014563983	-0.198762812
c88452_g4	c88452_g4	9089	8522	-0.014566949	-0.010441121
c94086_g6	c94086_g6	9090	1105	-0.014593215	0.235454757
c90566_g2	c90566_g2	9091	13160	-0.014596885	-0.135179954
c92729_g5	c92729_g5	9092	1164	-0.014601803	0.227898679
c93907_g1	c93907_g1	9093	4242	-0.014608282	0.079182038
c90453_g7	c90453_g7	9094	3599	-0.014609118	0.096821949
c86279_g8	c86279_g8	9095	11869	-0.014612232	-0.09043863
c94942_g3	c94942_g3	9096	15354	-0.01461545	-0.339975345
c91916_g4	c91916_g4	9097	13033	-0.014632048	-0.129856037
c88972_g1	c88972_g1	9098	3852	-0.014671776	0.089418839
c91128_g4	c91128_g4	9099	7353	-0.014681493	0.012830731
c85621_g7	c85621_g7	9100	8497	-0.014682537	-0.00995955
c88831_g8	c88831_g8	9101	5163	-0.014683814	0.056937401
c88156_g2	c88156_g2	9102	12830	-0.014697688	-0.12206559
c89768_g1	c89768_g1	9103	2381	-0.014699286	0.140804109
c90878_g4	c90878_g4	9104	8798	-0.014723482	-0.016396983
c97338_g3	c97338_g3	9105	2096	-0.014732893	0.154014092
c85947_g1	c85947_g1	9106	5123	-0.014734011	0.057786356
c97543_g5	c97543_g5	9107	10995	-0.014734547	-0.066421097
c95288_g3	c95288_g3	9108	11594	-0.014751039	-0.082235215
c89735_g2	c89735_g2	9109	9506	-0.014778204	-0.031931626
c94492_g3	c94492_g3	9110	1033	-0.014779939	0.245289456
c94583_g4	c94583_g4	9111	9945	-0.014791056	-0.041590293
c90216_g7	c90216_g7	9112	5105	-0.014797867	0.0581633
c94920_g6	c94920_g6	9113	1247	-0.014799296	0.219338432
c94156_g3	c94156_g3	9114	12946	-0.014815575	-0.126944136
c91015_g4	c91015_g4	9115	5577	-0.014816581	0.0482361
c84924_g1	c84924_g1	9116	3392	-0.014817688	0.103727197
c96254_g9	c96254_g9	9117	11267	-0.014850224	-0.072947543
c96314_g2	c96314_g2	9118	6947	-0.014855857	0.020239346
c86233_g4	c86233_g4	9119	4598	-0.014864437	0.069420039
c94332_g2	c94332_g2	9120	11549	-0.01487409	-0.08110839
c83065_g1	c83065_g1	9121	4268	-0.014879652	0.078003674
c94747_g8	c94747_g8	9122	9094	-0.01489146	-0.023123389
c91148_g1	c91148_g1	9123	7233	-0.014895844	0.015180931
c97335_g2	c97335_g2	9124	5601	-0.01489941	0.047730496
c80151_g3	c80151_g3	9125	15046	-0.014927373	-0.280249748
c92258_g3	c92258_g3	9126	13001	-0.014935813	-0.128635939
c86361_g2	c86361_g2	9127	5776	-0.014942867	0.04423393
c91488_g1	c91488_g1	9128	8195	-0.01495286	-0.003689679
c90993_g3	c90993_g3	9129	5729	-0.014961008	0.045270235
c88159_g4	c88159_g4	9130	11448	-0.014966678	-0.077807171
c94574_g2	c94574_g2	9131	8930	-0.014967401	-0.019372228
c94177_g1	c94177_g1	9132	13754	-0.014968369	-0.165605147
c88777_g1	c88777_g1	9133	11340	-0.014973499	-0.07478547
c86494_g1	c86494_g1	9134	9918	-0.014990512	-0.04089999
c96509_g1	c96509_g1	9135	2690	-0.014995897	0.127765025
c86504_g4	c86504_g4	9136	4009	-0.015006409	0.08493823
c97178_g5	c97178_g5	9137	8747	-0.015018156	-0.015564425
c90801_g3	c90801_g3	9138	1678	-0.015022914	0.180082477
c96761_g3	c96761_g3	9139	3632	-0.015034941	0.095859477
c91302_g4	c91302_g4	9140	3301	-0.015062839	0.106414373
c81686_g1	c81686_g1	9141	9021	-0.015065113	-0.021484134
c90596_g2	c90596_g2	9142	779	-0.015080356	0.287325053
c95860_g1	c95860_g1	9143	8850	-0.015082014	-0.017688235
c96358_g7	c96358_g7	9144	15319	-0.015104222	-0.333651486
c90119_g5	c90119_g5	9145	7672	-0.015105369	0.006560977
c81401_g1	c81401_g1	9146	8545	-0.015106184	-0.011091436
c96221_g8	c96221_g8	9147	7704	-0.015109817	0.006221577
c88168_g1	c88168_g1	9148	5993	-0.015110075	0.039934578
c95265_g5	c95265_g5	9149	3256	-0.015129335	0.107967209
c90959_g3	c90959_g3	9150	11072	-0.01513408	-0.06812008
c84386_g8	c84386_g8	9151	3596	-0.015144832	0.096889816
c96692_g1	c96692_g1	9152	3512	-0.015159634	0.099498996
c91125_g3	c91125_g3	9153	7514	-0.015163391	0.009943707
c90277_g4	c90277_g4	9154	15293	-0.015198677	-0.328781535
c92479_g5	c92479_g5	9155	6715	-0.015205703	0.024826291
c88483_g1	c88483_g1	9156	11360	-0.015222612	-0.07532989
c86597_g2	c86597_g2	9157	2545	-0.015246881	0.133843708
c84843_g9	c84843_g9	9158	8189	-0.015253547	-0.003646301
c88878_g1	c88878_g1	9159	7916	-0.01525821	0.001964595
c91578_g3	c91578_g3	9160	14912	-0.015262655	-0.261709906
c96554_g3	c96554_g3	9161	5046	-0.015265489	0.059543289
c90393_g8	c90393_g8	9162	12693	-0.015271946	-0.116724592
c88316_g1	c88316_g1	9163	4994	-0.015272473	0.06063632
c77255_g1	c77255_g1	9164	1236	-0.015297969	0.220551124
c82946_g1	c82946_g1	9165	7230	-0.015319612	0.015216627
c90963_g5	c90963_g5	9166	3710	-0.015322955	0.093189751
c91360_g2	c91360_g2	9167	1865	-0.015323944	0.167923975
c84696_g1	c84696_g1	9168	7751	-0.015351009	0.005245704
c91035_g1	c91035_g1	9169	4518	-0.015358847	0.071765789
c84225_g9	c84225_g9	9170	11214	-0.015360122	-0.07163352
c94414_g4	c94414_g4	9171	9985	-0.015361702	-0.042436714
c94197_g3	c94197_g3	9172	6674	-0.015363103	0.025683325
c84885_g2	c84885_g2	9173	5076	-0.015375605	0.058839652
c13127_g1	c13127_g1	9174	2693	-0.015378155	0.127624984
c93683_g2	c93683_g2	9175	9577	-0.01539156	-0.033490514
c94905_g1	c94905_g1	9176	12000	-0.015419978	-0.094364889
c92423_g3	c92423_g3	9177	9978	-0.01544187	-0.042257872
c93564_g4	c93564_g4	9178	12281	-0.015463399	-0.102783016
c96278_g5	c96278_g5	9179	12091	-0.015472237	-0.09688806
c84432_g3	c84432_g3	9180	10983	-0.015483221	-0.066206886
c94343_g1	c94343_g1	9181	4173	-0.015483777	0.081042068
c97039_g3	c97039_g3	9182	11027	-0.015525644	-0.067145009
c88429_g10	c88429_g10	9183	12144	-0.015537795	-0.098540664
c90039_g1	c90039_g1	9184	8255	-0.015545876	-0.004988799
c88678_g2	c88678_g2	9185	10051	-0.015569593	-0.044131584
c86236_g4	c86236_g4	9186	6135	-0.015571288	0.036904086
c96483_g2	c96483_g2	9187	5835	-0.015576193	0.043054335
c89324_g3	c89324_g3	9188	6014	-0.015579906	0.039468526
c95815_g1	c95815_g1	9189	8071	-0.015588699	-0.001319132
c86365_g5	c86365_g5	9190	6994	-0.015601851	0.019481014
c86000_g9	c86000_g9	9191	4562	-0.015605984	0.070519927
c92368_g3	c92368_g3	9192	7960	-0.015609682	0.000838697
c86218_g5	c86218_g5	9193	7237	-0.015613438	0.015089255
c85871_g3	c85871_g3	9194	4484	-0.015616217	0.072683729
c87351_g4	c87351_g4	9195	11211	-0.015641686	-0.07160573
c88390_g3	c88390_g3	9196	14751	-0.015649717	-0.245796109
c77238_g1	c77238_g1	9197	11539	-0.015657236	-0.080850888
c89339_g2	c89339_g2	9198	2643	-0.015705927	0.129903722
c91835_g2	c91835_g2	9199	12501	-0.015717218	-0.110466479
c87932_g3	c87932_g3	9200	8755	-0.015721494	-0.015759568
c90567_g6	c90567_g6	9201	12599	-0.015722406	-0.113577574
c85758_g4	c85758_g4	9202	7591	-0.01572677	0.008616005
c87379_g5	c87379_g5	9203	13867	-0.015732162	-0.171801969
c83532_g1	c83532_g1	9204	10112	-0.015736864	-0.045479434
c85805_g1	c85805_g1	9205	4282	-0.015741992	0.077565361
c88588_g2	c88588_g2	9206	2481	-0.015743456	0.136766313
c91835_g3	c91835_g3	9207	4993	-0.015743624	0.060642234
c91404_g3	c91404_g3	9208	8541	-0.015751838	-0.011017098
c91057_g10	c91057_g10	9209	3947	-0.01576811	0.086631419
c85099_g6	c85099_g6	9210	4428	-0.015782736	0.073895088
c86413_g1	c86413_g1	9211	13573	-0.015802118	-0.155436834
c84376_g2	c84376_g2	9212	5303	-0.015818199	0.053874958
c96789_g2	c96789_g2	9213	11845	-0.015819853	-0.089727684
c88599_g4	c88599_g4	9214	14791	-0.015827104	-0.249651549
c84083_g1	c84083_g1	9215	14941	-0.015865482	-0.265076917
c75583_g1	c75583_g1	9216	4342	-0.01586611	0.075997319
c87395_g5	c87395_g5	9217	9439	-0.015872954	-0.03043759
c90760_g4	c90760_g4	9218	7215	-0.015878264	0.015569501
c93811_g1	c93811_g1	9219	9696	-0.015883835	-0.036297037
c84107_g2	c84107_g2	9220	6338	-0.015893144	0.032861249
c94421_g2	c94421_g2	9221	6546	-0.015919467	0.028523427
c95448_g3	c95448_g3	9222	6415	-0.015936698	0.0314029
c94899_g2	c94899_g2	9223	11169	-0.015947188	-0.070522024
c88584_g1	c88584_g1	9224	5696	-0.015949767	0.045829866
c89518_g6	c89518_g6	9225	11703	-0.016005964	-0.085301872
c92801_g1	c92801_g1	9226	7426	-0.016008175	0.011704112
c87004_g11	c87004_g11	9227	13699	-0.016026271	-0.162784468
c95365_g1	c95365_g1	9228	9445	-0.016036522	-0.030628549
c95074_g1	c95074_g1	9229	2641	-0.016056638	0.129982832
c92486_g1	c92486_g1	9230	3002	-0.016069301	0.116871986
c69934_g1	c69934_g1	9231	8657	-0.016114816	-0.013759837
c93604_g3	c93604_g3	9232	2933	-0.016115896	0.119102236
c86835_g9	c86835_g9	9233	3915	-0.016118074	0.087605299
c91987_g3	c91987_g3	9234	12589	-0.016125621	-0.113400013
c96095_g1	c96095_g1	9235	11507	-0.016153063	-0.079524573
c91260_g5	c91260_g5	9236	10507	-0.016156133	-0.054142881
c92375_g3	c92375_g3	9237	8513	-0.016162604	-0.010174885
c90423_g2	c90423_g2	9238	4545	-0.016172214	0.071144591
c87184_g10	c87184_g10	9239	7659	-0.016173799	0.006869227
c94508_g11	c94508_g11	9240	2300	-0.016181641	0.144099988
c67560_g1	c67560_g1	9241	13761	-0.01618635	-0.166232444
c86585_g4	c86585_g4	9242	9659	-0.016187807	-0.035577485
c94049_g2	c94049_g2	9243	6401	-0.016193074	0.031789369
c93434_g2	c93434_g2	9244	6466	-0.016208285	0.030254573
c87503_g3	c87503_g3	9245	14095	-0.016217123	-0.188770265
c91863_g2	c91863_g2	9246	10419	-0.016219854	-0.052232557
c88403_g4	c88403_g4	9247	15631	-0.016227521	-0.42573894
c89219_g4	c89219_g4	9248	6778	-0.016236292	0.02365158
c88544_g1	c88544_g1	9249	9092	-0.016254134	-0.023112132
c94324_g9	c94324_g9	9250	10041	-0.016264489	-0.043745221
c95387_g4	c95387_g4	9251	12402	-0.01627528	-0.107039004
c91354_g4	c91354_g4	9252	7841	-0.016290999	0.003427543
c89793_g5	c89793_g5	9253	9322	-0.016311589	-0.027840593
c85142_g3	c85142_g3	9254	2468	-0.016324707	0.137258037
c96206_g7	c96206_g7	9255	16101	-0.016329776	-1.008983415
c88314_g3	c88314_g3	9256	5130	-0.016353513	0.057664519
c89182_g1	c89182_g1	9257	10155	-0.016359074	-0.046499376
c83553_g2	c83553_g2	9258	8234	-0.016386875	-0.00456666
c95790_g4	c95790_g4	9259	12259	-0.016402905	-0.102103676
c91237_g1	c91237_g1	9260	12789	-0.016403506	-0.120288728
c85816_g1	c85816_g1	9261	2720	-0.016404843	0.126541026
c88616_g7	c88616_g7	9262	14364	-0.016416423	-0.2090437
c94410_g5	c94410_g5	9263	15031	-0.016428268	-0.277350182
c87926_g1	c87926_g1	9264	10768	-0.01642989	-0.06136093
c78315_g1	c78315_g1	9265	15263	-0.016432949	-0.320288414
c97417_g1	c97417_g1	9266	5810	-0.016466984	0.043499911
c93194_g1	c93194_g1	9267	1399	-0.016484064	0.203089991
c84386_g2	c84386_g2	9268	1671	-0.016527031	0.18049814
c87266_g7	c87266_g7	9269	7603	-0.016537075	0.008360391
c85954_g2	c85954_g2	9270	1211	-0.016549002	0.222578153
c85513_g3	c85513_g3	9271	7745	-0.016560951	0.005328685
c96021_g1	c96021_g1	9272	9594	-0.016564987	-0.033997757
c80144_g1	c80144_g1	9273	748	-0.016571516	0.295451397
c85707_g7	c85707_g7	9274	6957	-0.016576365	0.020103831
c93417_g4	c93417_g4	9275	13407	-0.016577343	-0.146615666
c89101_g2	c89101_g2	9276	16078	-0.016592047	-0.932986587
c88559_g7	c88559_g7	9277	9111	-0.016594065	-0.023514653
c96550_g11	c96550_g11	9278	1695	-0.016596286	0.178719536
c95545_g2	c95545_g2	9279	7202	-0.016615548	0.015814833
c92140_g2	c92140_g2	9280	4580	-0.016622347	0.069991678
