ID	name	rank1	rank2	metric1	metric2
c87682_g1	c87682_g1	4452	3406	0.047145934	0.103465567
c86624_g4	c86624_g4	4453	13931	0.047134221	-0.176148313
c92623_g4	c92623_g4	4454	2603	0.047132688	0.131424325
c82982_g1	c82982_g1	4455	7086	0.047131862	0.017775201
c90346_g3	c90346_g3	4456	2459	0.047093905	0.137625015
c96326_g5	c96326_g5	4457	11389	0.047042848	-0.076213252
c91403_g7	c91403_g7	4458	7864	0.047035089	0.002999161
c88033_g1	c88033_g1	4459	12752	0.047027377	-0.118704868
c89653_g4	c89653_g4	4460	4379	0.047019582	0.075093159
c86073_g7	c86073_g7	4461	7903	0.047016248	0.002188356
c91329_g1	c91329_g1	4462	10568	0.047015081	-0.055948181
c95357_g1	c95357_g1	4463	11172	0.047013467	-0.070614412
c93496_g4	c93496_g4	4464	9474	0.047003164	-0.031113261
c87539_g3	c87539_g3	4465	7441	0.046975451	0.011556546
c89067_g1	c89067_g1	4466	7533	0.04696002	0.009662038
c87841_g3	c87841_g3	4467	14029	0.046954019	-0.182779803
c92327_g4	c92327_g4	4468	4674	0.046939351	0.067743357
c93547_g7	c93547_g7	4469	7101	0.046934625	0.017498126
c91040_g1	c91040_g1	4470	2900	0.046906771	0.12016306
c85340_g9	c85340_g9	4471	3081	0.046892433	0.113733709
c85320_g1	c85320_g1	4472	1936	0.046889902	0.164019494
c84112_g1	c84112_g1	4473	11765	0.046858607	-0.087240792
c94633_g5	c94633_g5	4474	9508	0.046830283	-0.031978447
c91484_g2	c91484_g2	4475	13146	0.046787339	-0.134437418
c84570_g1	c84570_g1	4476	14576	0.046767707	-0.228566334
c96897_g5	c96897_g5	4477	12937	0.046751838	-0.126572583
c88620_g2	c88620_g2	4478	6052	0.046743887	0.038660539
c95916_g2	c95916_g2	4479	6713	0.046729924	0.024855804
c95464_g6	c95464_g6	4480	7977	0.0467166	0.000573552
c92766_g5	c92766_g5	4481	7791	0.046704382	0.00447506
c89750_g3	c89750_g3	4482	14927	0.046695758	-0.263211997
c84318_g5	c84318_g5	4483	7180	0.046675058	0.016191405
c87526_g3	c87526_g3	4484	1706	0.046645892	0.177924032
c95590_g5	c95590_g5	4485	4549	0.046609931	0.071036573
c88346_g1	c88346_g1	4486	3493	0.046524109	0.100158812
c86213_g2	c86213_g2	4487	4493	0.046523845	0.072404127
c81639_g7	c81639_g7	4488	4651	0.046521835	0.068100574
c94935_g3	c94935_g3	4489	15359	0.046518683	-0.340969439
c93999_g5	c93999_g5	4490	1324	0.046516445	0.210827965
c94523_g1	c94523_g1	4491	1276	0.046491115	0.215428605
c91884_g6	c91884_g6	4492	4233	0.046456373	0.079459696
c89816_g1	c89816_g1	4493	2007	0.04644981	0.159046217
c66916_g1	c66916_g1	4494	2854	0.046440948	0.121614885
c97555_g3	c97555_g3	4495	12565	0.046428593	-0.112664344
c79697_g5	c79697_g5	4496	1581	0.046421688	0.186669668
c81961_g1	c81961_g1	4497	5112	0.04641936	0.057966862
c93927_g10	c93927_g10	4498	14939	0.046414549	-0.264843021
c90806_g7	c90806_g7	4499	9518	0.046400146	-0.032167992
c84519_g1	c84519_g1	4500	11282	0.046382899	-0.07329921
c89257_g4	c89257_g4	4501	13912	0.046367876	-0.174888809
c91240_g9	c91240_g9	4502	5198	0.046341507	0.05624982
c84696_g2	c84696_g2	4503	8432	0.046338059	-0.008763886
c95920_g1	c95920_g1	4504	13882	0.046333658	-0.172955548
c93879_g3	c93879_g3	4505	15228	0.046325657	-0.311256046
c97058_g5	c97058_g5	4506	2694	0.046301723	0.127565392
c90319_g2	c90319_g2	4507	12644	0.046274952	-0.115189048
c97314_g2	c97314_g2	4508	6045	0.046241821	0.038863442
c90786_g1	c90786_g1	4509	10494	0.046238978	-0.053712147
c83647_g1	c83647_g1	4510	10049	0.0462226	-0.044023144
c87280_g10	c87280_g10	4511	15629	0.046189215	-0.425227409
c95212_g6	c95212_g6	4512	11823	0.046137133	-0.088961446
c92717_g2	c92717_g2	4513	10689	0.046108279	-0.059278072
c92987_g1	c92987_g1	4514	10069	0.046103734	-0.04454937
c83777_g3	c83777_g3	4515	3539	0.046077309	0.098461445
c97416_g9	c97416_g9	4516	11858	0.046068631	-0.090187874
c95117_g5	c95117_g5	4517	1365	0.046056267	0.20695569
c93226_g2	c93226_g2	4518	14659	0.046002186	-0.234610985
c95978_g3	c95978_g3	4519	14159	0.04600015	-0.193410891
c83390_g1	c83390_g1	4520	10189	0.045994088	-0.047376789
c87277_g1	c87277_g1	4521	1917	0.045992426	0.164972445
c82713_g1	c82713_g1	4522	2991	0.045992107	0.117349426
c90177_g6	c90177_g6	4523	7139	0.045991642	0.016888958
c91129_g2	c91129_g2	4524	9982	0.045947116	-0.042391436
c94596_g5	c94596_g5	4525	15269	0.045928282	-0.321750628
c88154_g4	c88154_g4	4526	5645	0.04592817	0.046869218
c89819_g4	c89819_g4	4527	11998	0.045924844	-0.09432328
c74817_g1	c74817_g1	4528	12540	0.045914909	-0.11173456
c86755_g15	c86755_g15	4529	7859	0.045902721	0.003125746
c91678_g2	c91678_g2	4530	12397	0.045896805	-0.106777198
c91459_g1	c91459_g1	4531	451	0.045841403	0.382608684
c88405_g6	c88405_g6	4532	1063	0.045832352	0.241780309
c96504_g3	c96504_g3	4533	7279	0.045794925	0.014187531
c95685_g2	c95685_g2	4534	14359	0.045783686	-0.208090588
c87613_g1	c87613_g1	4535	15324	0.045771639	-0.334552513
c87251_g1	c87251_g1	4536	15074	0.045770206	-0.284128365
c81099_g1	c81099_g1	4537	5832	0.045757259	0.043080548
c88107_g4	c88107_g4	4538	9308	0.045748068	-0.027617414
c87821_g2	c87821_g2	4539	1979	0.045728497	0.16104773
c82458_g1	c82458_g1	4540	6940	0.045720429	0.02032684
c86615_g11	c86615_g11	4541	3637	0.045707335	0.095649584
c90544_g1	c90544_g1	4542	7513	0.045688646	0.010002296
c90586_g4	c90586_g4	4543	9723	0.045687924	-0.036888406
c92650_g8	c92650_g8	4544	901	0.045677987	0.264514933
c93156_g1	c93156_g1	4545	3827	0.045667579	0.090047292
c72965_g1	c72965_g1	4546	15425	0.045658801	-0.355911494
c88166_g8	c88166_g8	4547	13540	0.045634941	-0.153719124
c90681_g5	c90681_g5	4548	3389	0.045624088	0.103767669
c85032_g6	c85032_g6	4549	5704	0.045615425	0.045688433
c81509_g1	c81509_g1	4550	6018	0.045592345	0.039394235
c88070_g2	c88070_g2	4551	4838	0.04555843	0.063963369
c96263_g1	c96263_g1	4552	3282	0.045534928	0.107207158
c86575_g5	c86575_g5	4553	6314	0.045529566	0.033394111
c88504_g1	c88504_g1	4554	2108	0.045519546	0.153149128
c95123_g2	c95123_g2	4555	5799	0.045516646	0.043695797
c83018_g1	c83018_g1	4556	1389	0.045491808	0.204369442
c87571_g14	c87571_g14	4557	12135	0.04548363	-0.09824995
c96652_g6	c96652_g6	4558	2892	0.045475093	0.120382408
c94545_g4	c94545_g4	4559	10418	0.045457394	-0.052223929
c93368_g5	c93368_g5	4560	7848	0.045433298	0.003333628
c93543_g5	c93543_g5	4561	5120	0.045425673	0.0578573
c96078_g10	c96078_g10	4562	11392	0.045423632	-0.076291898
c86970_g3	c86970_g3	4563	8538	0.04541835	-0.010946159
c96788_g2	c96788_g2	4564	5690	0.04541214	0.045957712
c81051_g2	c81051_g2	4565	13324	0.045393541	-0.142448814
c93313_g2	c93313_g2	4566	9199	0.045391684	-0.025545602
c84868_g4	c84868_g4	4567	12471	0.045384102	-0.109176817
c89601_g1	c89601_g1	4568	2489	0.045381963	0.136522303
c52774_g1	c52774_g1	4569	1470	0.045375167	0.197156122
c89021_g3	c89021_g3	4570	5912	0.045372377	0.04163129
c83133_g1	c83133_g1	4571	8698	0.045364277	-0.014650804
c85109_g4	c85109_g4	4572	6933	0.045362006	0.020447215
c93310_g5	c93310_g5	4573	14844	0.045359901	-0.254451405
c90539_g2	c90539_g2	4574	15986	0.045332278	-0.707517483
c86698_g2	c86698_g2	4575	7582	0.045330827	0.008797554
c88368_g1	c88368_g1	4576	12069	0.045318545	-0.096067851
c87468_g1	c87468_g1	4577	8268	0.045308888	-0.005338844
c94142_g6	c94142_g6	4578	12899	0.045288182	-0.124972976
c90424_g10	c90424_g10	4579	8210	0.04525989	-0.003999075
c81462_g1	c81462_g1	4580	14424	0.045231188	-0.213539554
c84830_g10	c84830_g10	4581	4145	0.045211067	0.08169996
c92250_g3	c92250_g3	4582	817	0.045210885	0.279962951
c91143_g1	c91143_g1	4583	10179	0.045208646	-0.047171441
c95629_g2	c95629_g2	4584	8809	0.045176818	-0.01662082
c86802_g2	c86802_g2	4585	5104	0.045159842	0.058179068
c95371_g6	c95371_g6	4586	8777	0.045122632	-0.016081022
c88569_g6	c88569_g6	4587	12366	0.045050298	-0.105507167
c84990_g2	c84990_g2	4588	1863	0.045037607	0.168031769
c81136_g1	c81136_g1	4589	8449	0.045027455	-0.009060653
c92253_g7	c92253_g7	4590	891	0.045006528	0.266127981
c88829_g2	c88829_g2	4591	4352	0.04499788	0.075704702
c81074_g2	c81074_g2	4592	5940	0.044997751	0.041083452
c86277_g4	c86277_g4	4593	8395	0.04498807	-0.008023351
c93672_g7	c93672_g7	4594	12831	0.044985344	-0.122143618
c97502_g1	c97502_g1	4595	14873	0.044979505	-0.256893422
c94583_g13	c94583_g13	4596	7345	0.044949827	0.013045276
c81932_g3	c81932_g3	4597	13174	0.044941036	-0.135806392
c90794_g4	c90794_g4	4598	11576	0.044928818	-0.081734234
c94351_g1	c94351_g1	4599	10449	0.044898101	-0.052896851
c81556_g1	c81556_g1	4600	13326	0.044867324	-0.142560593
c94176_g2	c94176_g2	4601	7153	0.044832028	0.016683401
c97535_g2	c97535_g2	4602	15443	0.044774553	-0.361118743
c94757_g2	c94757_g2	4603	5267	0.044774084	0.054824857
c97063_g1	c97063_g1	4604	12427	0.044732009	-0.107829244
c89103_g1	c89103_g1	4605	5300	0.044730565	0.053916568
c85243_g1	c85243_g1	4606	11923	0.044726102	-0.091836665
c92142_g11	c92142_g11	4607	12435	0.044706311	-0.108004765
c93808_g2	c93808_g2	4608	9054	0.044673498	-0.022322922
c86473_g2	c86473_g2	4609	2527	0.044673163	0.134702214
c92866_g2	c92866_g2	4610	14151	0.044672115	-0.192872349
c96678_g2	c96678_g2	4611	3770	0.044666905	0.091373505
c85709_g3	c85709_g3	4612	9104	0.044666287	-0.023294965
c92346_g1	c92346_g1	4613	3177	0.044634567	0.110450757
c92527_g1	c92527_g1	4614	2876	0.044631544	0.120955308
c85544_g8	c85544_g8	4615	6077	0.044626436	0.038101698
c96567_g1	c96567_g1	4616	11661	0.044614796	-0.083796057
c82867_g2	c82867_g2	4617	13444	0.044580643	-0.148433644
c94171_g6	c94171_g6	4618	9482	0.044541715	-0.031288844
c94821_g1	c94821_g1	4619	14054	0.044520051	-0.18487082
c90353_g2	c90353_g2	4620	10792	0.044470507	-0.061847052
c80860_g1	c80860_g1	4621	7254	0.044451789	0.014726167
c93819_g4	c93819_g4	4622	3789	0.044449893	0.091001801
c96935_g4	c96935_g4	4623	2278	0.044443034	0.145089646
c85167_g1	c85167_g1	4624	8321	0.044433504	-0.006287436
c97091_g4	c97091_g4	4625	7691	0.044433399	0.006341678
c95441_g1	c95441_g1	4626	11017	0.044368036	-0.066977659
c85955_g2	c85955_g2	4627	7637	0.044320442	0.007480793
c93324_g7	c93324_g7	4628	14428	0.044312528	-0.213882643
c96494_g6	c96494_g6	4629	14678	0.044299218	-0.23657851
c88813_g6	c88813_g6	4630	12991	0.044268475	-0.128317346
c91785_g3	c91785_g3	4631	14591	0.044264294	-0.22968841
c90381_g7	c90381_g7	4632	8130	0.044260771	-0.002627912
c83353_g2	c83353_g2	4633	9613	0.044246028	-0.034523306
c91756_g3	c91756_g3	4634	7444	0.044230278	0.011523527
c88155_g7	c88155_g7	4635	5337	0.044197806	0.053250856
c88842_g5	c88842_g5	4636	13091	0.044195496	-0.131999425
c95339_g3	c95339_g3	4637	13249	0.044185342	-0.13914677
c90685_g1	c90685_g1	4638	5605	0.044180596	0.047611536
c89820_g2	c89820_g2	4639	5702	0.04416135	0.045714538
c91275_g11	c91275_g11	4640	13661	0.044151979	-0.160538117
c95935_g3	c95935_g3	4641	1296	0.044133043	0.213812285
c83698_g1	c83698_g1	4642	3375	0.044132415	0.10407402
c85625_g8	c85625_g8	4643	13178	0.044088426	-0.1360275
c96297_g3	c96297_g3	4644	14826	0.044068725	-0.252860669
c94769_g5	c94769_g5	4645	8043	0.044008388	-0.00063878
c89043_g7	c89043_g7	4646	3795	0.044005206	0.090944129
c95596_g5	c95596_g5	4647	9202	0.04399884	-0.025584209
c90679_g6	c90679_g6	4648	14469	0.043985877	-0.218677449
c92886_g2	c92886_g2	4649	11240	0.043955399	-0.072224424
c85490_g6	c85490_g6	4650	10918	0.043944882	-0.064740088
c89974_g2	c89974_g2	4651	12286	0.043943364	-0.10289111
c86467_g7	c86467_g7	4652	7057	0.043914666	0.018326703
c77368_g1	c77368_g1	4653	7128	0.043760033	0.017008275
c96162_g7	c96162_g7	4654	8502	0.043715724	-0.009996781
c90029_g4	c90029_g4	4655	3152	0.043703581	0.111269433
c95196_g7	c95196_g7	4656	1747	0.043686303	0.175486509
c94019_g7	c94019_g7	4657	6472	0.043680857	0.030156305
c89763_g1	c89763_g1	4658	7257	0.043680085	0.014648887
c93606_g2	c93606_g2	4659	6996	0.043655771	0.019450355
c84691_g13	c84691_g13	4660	15220	0.043649297	-0.307950926
c92504_g3	c92504_g3	4661	14993	0.043644028	-0.271468124
c94502_g2	c94502_g2	4662	10959	0.043639913	-0.065547002
c78468_g1	c78468_g1	4663	1190	0.043628051	0.224707616
c91886_g4	c91886_g4	4664	7688	0.043580658	0.006351014
c91302_g5	c91302_g5	4665	2349	0.04357894	0.141854635
c88462_g4	c88462_g4	4666	14087	0.043571981	-0.187994918
c85559_g2	c85559_g2	4667	12742	0.043568012	-0.118193512
c96494_g8	c96494_g8	4668	9271	0.043559207	-0.027057343
c87423_g1	c87423_g1	4669	2392	0.043532924	0.140361564
c87944_g1	c87944_g1	4670	3618	0.043531867	0.096462647
c91745_g8	c91745_g8	4671	12970	0.043524801	-0.127656577
c89092_g2	c89092_g2	4672	6303	0.043498803	0.033478102
c86984_g4	c86984_g4	4673	10388	0.043489789	-0.051661662
c92353_g1	c92353_g1	4674	7779	0.043480551	0.004599607
c93571_g7	c93571_g7	4675	839	0.043456155	0.274084228
c89799_g2	c89799_g2	4676	6080	0.043431209	0.038047829
c86933_g4	c86933_g4	4677	15963	0.043428688	-0.674025521
c91250_g3	c91250_g3	4678	9163	0.043419466	-0.024632942
c82896_g3	c82896_g3	4679	1584	0.043413081	0.186612849
c88539_g1	c88539_g1	4680	4470	0.043387997	0.072925744
c92766_g7	c92766_g7	4681	11773	0.04335548	-0.087433792
c90262_g10	c90262_g10	4682	1614	0.043341845	0.184983541
c93884_g4	c93884_g4	4683	8818	0.04332872	-0.016980953
c89828_g9	c89828_g9	4684	9286	0.043314392	-0.027345181
c96811_g3	c96811_g3	4685	14253	0.043290919	-0.200052804
c92300_g1	c92300_g1	4686	4774	0.043268143	0.065468695
c91972_g4	c91972_g4	4687	5037	0.043261876	0.059757463
c84056_g11	c84056_g11	4688	7266	0.043239364	0.014499344
c92632_g3	c92632_g3	4689	6149	0.043217939	0.036615945
c92510_g1	c92510_g1	4690	7921	0.043211234	0.001846908
c88530_g11	c88530_g11	4691	8420	0.043205527	-0.008567619
c86451_g3	c86451_g3	4692	595	0.043201912	0.329502107
c91920_g1	c91920_g1	4693	9623	0.043191493	-0.03468206
c92705_g5	c92705_g5	4694	2453	0.043190668	0.137975937
c90859_g3	c90859_g3	4695	3125	0.043182925	0.111959514
c95306_g3	c95306_g3	4696	7614	0.04317758	0.008062947
c92117_g3	c92117_g3	4697	7133	0.04316796	0.016971851
c86218_g2	c86218_g2	4698	12295	0.043132433	-0.103047781
c88666_g3	c88666_g3	4699	10227	0.043075187	-0.048281814
c91972_g2	c91972_g2	4700	6285	0.043075128	0.033894546
c94664_g6	c94664_g6	4701	1509	0.043039887	0.193193191
c94368_g3	c94368_g3	4702	14027	0.043032628	-0.182681385
c78293_g1	c78293_g1	4703	2966	0.043024125	0.118082154
c97589_g2	c97589_g2	4704	780	0.042983558	0.287079084
c86233_g6	c86233_g6	4705	7169	0.042983389	0.016452545
c86629_g7	c86629_g7	4706	15743	0.042966416	-0.482360485
c97465_g1	c97465_g1	4707	12614	0.042964739	-0.113956089
c85656_g4	c85656_g4	4708	3996	0.042915259	0.085309491
c85236_g3	c85236_g3	4709	1118	0.042888598	0.233781603
c92085_g3	c92085_g3	4710	2061	0.042850517	0.156328007
c87768_g6	c87768_g6	4711	10437	0.042836267	-0.052674896
c90741_g2	c90741_g2	4712	2135	0.042829627	0.151407225
c92723_g1	c92723_g1	4713	16084	0.042825676	-0.945695465
c90642_g2	c90642_g2	4714	9029	0.042805661	-0.021578318
c85856_g1	c85856_g1	4715	1704	0.042795114	0.178008571
c91891_g6	c91891_g6	4716	11332	0.042790042	-0.074450983
c88263_g5	c88263_g5	4717	16039	0.042784758	-0.802587167
c96311_g3	c96311_g3	4718	287	0.042775983	0.475980915
c84798_g1	c84798_g1	4719	4198	0.042710941	0.080295848
c78497_g1	c78497_g1	4720	3910	0.042697043	0.087751056
c81758_g3	c81758_g3	4721	7371	0.042694184	0.012520163
c79481_g1	c79481_g1	4722	4321	0.042669593	0.076610037
c86462_g2	c86462_g2	4723	9289	0.042659828	-0.027395166
c96367_g2	c96367_g2	4724	7170	0.042651898	0.016447701
c88466_g13	c88466_g13	4725	9810	0.042645308	-0.038834934
c96323_g1	c96323_g1	4726	13953	0.042636409	-0.17716213
c83138_g2	c83138_g2	4727	14197	0.042601555	-0.19632877
c82624_g3	c82624_g3	4728	4137	0.042590189	0.081904548
c97147_g1	c97147_g1	4729	11764	0.042562209	-0.087194434
c96136_g1	c96136_g1	4730	8099	0.042508397	-0.001999549
c91074_g4	c91074_g4	4731	13476	0.042486737	-0.149913404
c88898_g6	c88898_g6	4732	4861	0.042463128	0.063457741
c79839_g2	c79839_g2	4733	2467	0.042457273	0.137331622
c87544_g9	c87544_g9	4734	1827	0.042438042	0.170168124
c94612_g1	c94612_g1	4735	10793	0.042432089	-0.061860545
c92615_g7	c92615_g7	4736	7891	0.042423961	0.002520999
c77649_g2	c77649_g2	4737	3347	0.042393369	0.105048912
c76586_g2	c76586_g2	4738	13571	0.042302167	-0.155276352
c91246_g3	c91246_g3	4739	2563	0.042296306	0.133119097
c93691_g2	c93691_g2	4740	14831	0.042265683	-0.253236417
c92099_g3	c92099_g3	4741	3963	0.04225029	0.086350837
c93638_g5	c93638_g5	4742	13332	0.042241093	-0.142798494
c95930_g6	c95930_g6	4743	9459	0.042213738	-0.030785638
c96225_g6	c96225_g6	4744	14656	0.042212344	-0.234469387
c92466_g2	c92466_g2	4745	3661	0.04218486	0.094769868
c89062_g1	c89062_g1	4746	11986	0.04217175	-0.093846511
c93290_g2	c93290_g2	4747	14935	0.042166405	-0.26437029
c90888_g9	c90888_g9	4748	857	0.042165817	0.27179342
c90481_g1	c90481_g1	4749	5961	0.042144903	0.040524071
c90813_g8	c90813_g8	4750	5262	0.042142013	0.055022727
c78177_g2	c78177_g2	4751	8598	0.042136861	-0.012352071
c92822_g1	c92822_g1	4752	10448	0.042103972	-0.052887324
c88828_g11	c88828_g11	4753	4301	0.042068554	0.077212188
c92128_g6	c92128_g6	4754	2177	0.042052331	0.149314011
c91560_g4	c91560_g4	4755	3492	0.042051912	0.1001607
c90712_g4	c90712_g4	4756	12868	0.042044571	-0.123651871
c97335_g4	c97335_g4	4757	9283	0.042017628	-0.027276956
c93902_g3	c93902_g3	4758	9980	0.041996315	-0.042272303
c85952_g1	c85952_g1	4759	7982	0.041976738	0.00054196
c75540_g1	c75540_g1	4760	913	0.041966851	0.263004757
c89211_g4	c89211_g4	4761	3009	0.041890677	0.11656711
c90006_g5	c90006_g5	4762	15656	0.04186932	-0.435116714
c84747_g3	c84747_g3	4763	5073	0.041856143	0.058870505
c95309_g5	c95309_g5	4764	3482	0.041833779	0.100560596
c96184_g1	c96184_g1	4765	4324	0.041822076	0.076503617
c87240_g1	c87240_g1	4766	1942	0.041807826	0.163339129
c83384_g1	c83384_g1	4767	5505	0.041781212	0.049725817
c85395_g1	c85395_g1	4768	6658	0.041753516	0.025943069
c96532_g9	c96532_g9	4769	5232	0.041738257	0.055477798
c91823_g8	c91823_g8	4770	9392	0.041720545	-0.029344911
c90921_g2	c90921_g2	4771	2119	0.041704804	0.152567367
c80174_g1	c80174_g1	4772	11159	0.041691321	-0.070250227
c86033_g6	c86033_g6	4773	194	0.041630273	0.598285777
c89917_g8	c89917_g8	4774	7176	0.041624546	0.016267251
c96581_g1	c96581_g1	4775	14204	0.041621327	-0.196898135
c92843_g1	c92843_g1	4776	5939	0.041620686	0.041116037
c91590_g6	c91590_g6	4777	13256	0.041618091	-0.139550833
c88029_g4	c88029_g4	4778	1794	0.041610722	0.171933519
c87723_g4	c87723_g4	4779	13771	0.041603602	-0.16683214
c89651_g7	c89651_g7	4780	4458	0.041600327	0.073200353
c90085_g1	c90085_g1	4781	5283	0.04159638	0.054497101
c88120_g1	c88120_g1	4782	3405	0.0415915	0.103476092
c87497_g8	c87497_g8	4783	14491	0.041585181	-0.22054502
c94746_g3	c94746_g3	4784	93	0.041566198	0.849875215
c92250_g7	c92250_g7	4785	9328	0.04154416	-0.027964098
c94216_g2	c94216_g2	4786	11479	0.041529744	-0.078672397
c85085_g1	c85085_g1	4787	653	0.041522793	0.316588447
c87916_g2	c87916_g2	4788	8051	0.041461644	-0.00075039
c97142_g3	c97142_g3	4789	3334	0.041439979	0.105410461
c86834_g4	c86834_g4	4790	4985	0.041432126	0.060815845
c91943_g1	c91943_g1	4791	10894	0.04140662	-0.064178629
c93818_g6	c93818_g6	4792	13206	0.041380051	-0.137346972
c96042_g3	c96042_g3	4793	8617	0.041352181	-0.012884459
c96514_g3	c96514_g3	4794	6894	0.041351152	0.021334739
c90764_g2	c90764_g2	4795	4816	0.041309967	0.06448842
c84993_g6	c84993_g6	4796	4058	0.041302157	0.08382498
c82614_g3	c82614_g3	4797	7515	0.041275552	0.009936254
c86254_g1	c86254_g1	4798	8019	0.041270406	-0.000129245
c91345_g8	c91345_g8	4799	7895	0.041265342	0.002402803
c88998_g1	c88998_g1	4800	12306	0.041254039	-0.103318905
c91662_g2	c91662_g2	4801	13039	0.041252775	-0.130011223
c96337_g1	c96337_g1	4802	5612	0.041248167	0.047549557
c89369_g4	c89369_g4	4803	11793	0.041172074	-0.08806749
c89173_g4	c89173_g4	4804	9882	0.041168885	-0.040387438
c86069_g2	c86069_g2	4805	7595	0.041162401	0.008503984
c85006_g5	c85006_g5	4806	8023	0.041154922	-0.000217241
c78236_g1	c78236_g1	4807	10760	0.04114074	-0.061233566
c95513_g1	c95513_g1	4808	9695	0.041134106	-0.036291568
c95347_g1	c95347_g1	4809	5064	0.041122453	0.05899464
c87266_g5	c87266_g5	4810	5507	0.041062462	0.049698586
c89344_g1	c89344_g1	4811	10182	0.041059418	-0.0472405
c87897_g1	c87897_g1	4812	613	0.041012758	0.326110778
c93556_g2	c93556_g2	4813	9705	0.041001725	-0.036460832
c85678_g12	c85678_g12	4814	9316	0.040989776	-0.027725896
c94071_g1	c94071_g1	4815	10107	0.040980459	-0.04536601
c91469_g10	c91469_g10	4816	1523	0.040977618	0.191976778
c94837_g1	c94837_g1	4817	13860	0.040973037	-0.171596599
c90548_g3	c90548_g3	4818	12699	0.040933031	-0.116912269
c97208_g1	c97208_g1	4819	8694	0.040896703	-0.014511421
c85850_g2	c85850_g2	4820	9361	0.040889151	-0.028724191
c86607_g2	c86607_g2	4821	9312	0.040865739	-0.027666194
c95465_g9	c95465_g9	4822	9145	0.040859442	-0.024373069
c91648_g1	c91648_g1	4823	1425	0.040857732	0.200836255
c85436_g4	c85436_g4	4824	188	0.040840768	0.607519798
c92210_g1	c92210_g1	4825	13246	0.040825863	-0.138911873
c97033_g7	c97033_g7	4826	13850	0.040802625	-0.170915375
c77684_g1	c77684_g1	4827	14144	0.040793075	-0.192378063
c93189_g1	c93189_g1	4828	7217	0.040759277	0.015533346
c94342_g10	c94342_g10	4829	11779	0.04073988	-0.087553601
c94410_g4	c94410_g4	4830	956	0.040738959	0.257400075
c89409_g9	c89409_g9	4831	5710	0.040731994	0.045516068
c85843_g3	c85843_g3	4832	9619	0.040714207	-0.034585735
c81296_g1	c81296_g1	4833	12847	0.040698114	-0.122865966
c97340_g5	c97340_g5	4834	12796	0.040687639	-0.120603767
c89201_g8	c89201_g8	4835	9879	0.040682467	-0.04032811
c91467_g3	c91467_g3	4836	2477	0.040678558	0.136816521
c87752_g1	c87752_g1	4837	10955	0.04066809	-0.065427673
c93638_g3	c93638_g3	4838	12373	0.040639923	-0.105699193
c93777_g4	c93777_g4	4839	11182	0.040629796	-0.070775772
c96146_g6	c96146_g6	4840	11588	0.040611388	-0.082044433
c95821_g1	c95821_g1	4841	4634	0.040604904	0.068556156
c82311_g1	c82311_g1	4842	2654	0.040597738	0.129442908
c89890_g1	c89890_g1	4843	15233	0.040593236	-0.311849235
c89247_g2	c89247_g2	4844	13070	0.040588893	-0.131322237
c89917_g11	c89917_g11	4845	8390	0.040578833	-0.007816381
c84681_g1	c84681_g1	4846	4655	0.040575029	0.067977023
c90025_g1	c90025_g1	4847	11143	0.040536153	-0.069864716
c84923_g12	c84923_g12	4848	13355	0.04053386	-0.144009585
c92259_g1	c92259_g1	4849	14140	0.040524214	-0.192019326
c89023_g7	c89023_g7	4850	8490	0.040520506	-0.009836801
c93512_g2	c93512_g2	4851	6103	0.040513203	0.03760573
c97302_g2	c97302_g2	4852	2832	0.040488313	0.122565279
c94492_g2	c94492_g2	4853	4853	0.040457053	0.063594462
c95681_g1	c95681_g1	4854	14854	0.040451944	-0.255480304
c90839_g2	c90839_g2	4855	8501	0.040398655	-0.009996281
c86367_g2	c86367_g2	4856	15681	0.040397477	-0.44856169
c95758_g1	c95758_g1	4857	2221	0.040370036	0.147215617
c85434_g1	c85434_g1	4858	16171	0.040356264	-1.447075641
c97301_g9	c97301_g9	4859	3949	0.040345059	0.086560372
c91816_g7	c91816_g7	4860	6096	0.040334944	0.037709196
c97406_g1	c97406_g1	4861	2608	0.040334883	0.131119773
c97367_g1	c97367_g1	4862	16298	0.040324835	-3.249184396
c94800_g3	c94800_g3	4863	10490	0.040313658	-0.053595728
c97222_g2	c97222_g2	4864	16072	0.040312477	-0.916989858
c93716_g1	c93716_g1	4865	5824	0.04031183	0.043216308
c87915_g2	c87915_g2	4866	10516	0.04029759	-0.054394851
c96019_g5	c96019_g5	4867	6295	0.040272114	0.033635464
c86225_g1	c86225_g1	4868	6350	0.040269774	0.032691893
c91088_g3	c91088_g3	4869	7061	0.040224701	0.018304337
c87926_g3	c87926_g3	4870	11690	0.040214266	-0.084774736
c97389_g2	c97389_g2	4871	806	0.040212102	0.281883155
c90419_g1	c90419_g1	4872	15124	0.040203078	-0.29215383
c90443_g7	c90443_g7	4873	14358	0.040195478	-0.207852858
c88407_g2	c88407_g2	4874	295	0.040175316	0.471981281
c90353_g10	c90353_g10	4875	8951	0.040156005	-0.019718228
c93706_g2	c93706_g2	4876	5715	0.040134271	0.045470988
c84457_g9	c84457_g9	4877	9175	0.040120737	-0.024974471
c90911_g9	c90911_g9	4878	9668	0.040097955	-0.035756742
c95835_g6	c95835_g6	4879	14306	0.040085478	-0.204246411
c92667_g2	c92667_g2	4880	5301	0.040079618	0.053905636
c85761_g8	c85761_g8	4881	327	0.040076888	0.449668121
