"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37"
"c88910_g5",9.02791896751812,8.59939333882698,8.92026806819846,8.52385109397555,9.05356781721006,8.60747341577855,8.83761731493619,8.36405819825523,8.73992618548014,9.09305663339082,8.62619557489784,8.89280158714422,8.7550691938706,8.86558147070578,9.43300936443675,8.82668868857718,9.00872808476527,8.91708022560574,8.84038095367272,8.71320911797815,8.72635543235135,8.38124833697643,9.0908080264175,8.58124477713717,8.62734273571345,8.75019419483768,8.49470367127522,7.98563121599827,9.64782956916594,8.75419006963962,8.99615339653845,8.00084513761558,8.64970783239238,8.67432813021228,8.99252958007726,9.47712741590518,8.95270132188994
"c83280_g2",8.17176091537622,7.77072573738122,8.24458015000654,7.33083496544623,8.09434609582328,7.56516454363227,8.26297061155688,7.90691522052004,7.76342150173501,7.72471914388657,7.88334371408012,7.98277339601698,8.0227099109756,7.94459752068001,7.9651807942018,7.85298712717744,8.23247540616892,7.8678352276541,7.58988302810211,7.74973279333665,8.06403161285469,7.49964638596148,7.84020309193965,7.74411814710281,8.2352706345384,7.98848668904296,7.64586294151226,7.87238434967407,7.88740712115887,7.93783013357142,7.83819324057909,7.74779877083545,8.2368264978613,7.89073132062314,7.83070397054319,8.04958331617517,8.1453962960467
"c88589_g3",7.55783390084833,8.00745652037813,7.50678263636612,8.03288767224032,7.69378868719962,7.83774608241562,7.64562489786778,7.95610495637594,7.42512166590256,7.83648542946236,7.59628294822694,7.26943103327576,7.72492399676279,7.75954036536423,7.42760855788918,7.72925757474199,7.51281214915102,7.79452766915963,7.81398592728611,7.61567709218172,7.7250445253569,7.80190105730625,7.46798951554949,7.90653482823712,7.41836284334858,7.40719594501548,8.09684655012812,7.89006297385081,7.57862751986095,7.83972894761566,7.32466386497851,7.93203416035836,7.79328642246657,7.68661549433348,7.46893280461782,7.52376167670082,7.73499996437612
"c88937_g2",7.98511807049435,7.60349206935548,7.96985055468463,7.80487107395817,7.80000977982473,7.44108878346572,8.05276662939703,7.60839276613255,8.25397730273435,8.14645066449471,7.77692791846293,8.02877672039441,7.39870563172653,7.46098272867794,7.60242722474665,7.41810532325286,7.86179350405036,7.40226819030043,7.88181329366926,7.78706091999907,8.10496560983808,7.64506465298116,7.90207934717082,7.58873824360392,8.33740634909288,8.22601509814854,7.6527218105411,7.67922889260513,8.11925085072057,7.63020006257007,7.73316308723156,7.47345045880577,8.31221312775587,7.91879816115747,8.24817066743057,7.81131020386494,7.75809008628417
"c88206_g1",7.24023522032707,8.01415829445983,7.18073037275212,7.55220958372614,7.61133223447651,7.58624828311991,7.30159571607677,7.62452934711589,7.69751853927298,7.15670307865651,7.25060550655946,7.45981505229017,7.69053240165567,7.8975297705541,7.67583649846916,7.92315782226944,7.67889181750774,7.64318243669584,7.88181329366926,8.12624292004769,7.37383169608878,7.92766386569517,7.82421770841053,7.65349835537833,7.66552136391489,7.73909091738188,8.20943616889752,7.6363584026567,7.56460720517625,8.06097858612581,7.36428044579774,7.99690261923774,7.48323974196999,8.09907220381224,7.32638267092224,7.17865065434212,7.5494644930176
"c94967_g8",6.54890608611929,6.41904440693085,6.49301525964235,6.94237658806526,6.33670957226745,7.02685126192638,6.58419458120748,6.82442091799051,6.45389799717837,7.10354150506881,6.49649166923828,6.59190684604097,9.00717326057422,6.41036451789343,6.56486892416747,7.28952906740719,6.44784043129134,7.52954612648694,6.95497488063034,9.27568943245599,6.4289486742536,7.56190985320071,6.55023079804118,7.73683575743011,6.46740592652919,6.16626015938774,6.70119679595497,7.29563798134569,6.50438849333956,7.28914389500457,6.57300086312818,7.51027874323145,6.60518781908119,7.29011629936673,6.46551132043146,6.55562466612539,6.67875076155785
"c97134_g3",8.8346525885823,8.75220106063617,8.6050200193967,9.00151997374254,8.96474221454223,8.92109187320363,9.00378766095565,9.08951583572147,8.81412455834871,9.14328884136602,9.07006716732596,8.62588591064836,9.08457910451906,9.04875332860656,8.71589488895187,8.92536818114562,8.96492858294534,8.93289226756437,9.08329414274212,9.1100396705369,8.7567179192574,9.11003513747507,8.84525688380223,9.1483333217753,8.94944319981424,8.72976149828357,9.17362844137149,9.11984453512706,8.65938730800787,9.16445238283909,8.63347881364622,9.08664527595233,8.91362928728302,8.94805773479425,8.81490104807796,8.66020230504525,8.74043222756232
"c92933_g7",8.72856045325134,7.48309612412155,8.53212352571057,8.55132768002745,8.83775427050706,7.86259424284157,8.81500638454582,8.52820099056735,8.80782987360909,8.29301113606827,8.66140867014309,7.87672727114953,7.71357513963882,7.93133525130886,8.81370094249843,8.24414725591218,8.55825581305491,7.91146075628123,8.39278442682274,7.8291533413414,8.53800400722496,7.78076254351635,8.30144159931107,7.66133387093203,8.9210660687752,8.67515491676884,7.78792726859643,7.94159259115919,8.80334532952647,7.86501788710714,8.7322961338576,7.86789851934576,8.71555652563048,7.80234203887735,8.44185002214735,8.38715206443575,8.37792820063449
"c85232_g6",8.87681006504094,9.58917819442066,9.17901317066375,9.42080325077613,8.97945928597128,9.45575078826205,8.8515623653476,9.28965333401757,8.97682287727223,9.30612827580812,9.03608705359147,9.14918121854896,9.36059506735377,9.58023233323531,9.20886821074543,9.52812364069959,9.36636419355478,9.41066753988752,9.60131157603258,8.90406066173212,8.86933514781785,9.20688125477258,9.15220614480036,8.96899570296449,8.84240914321564,8.88526948989402,9.45410363504985,9.65705726282649,8.77144718150332,9.4885610616986,9.2300154971476,9.4357710193831,9.16224530755161,9.45963100863755,8.98534174650181,9.09984795084492,8.62627455996841
"c95731_g3",8.25568639021273,7.78698539702125,8.29486175426207,7.85288931387295,7.93032564335846,8.1268266907702,8.35041539607826,7.81566659093839,8.33722144272041,8.32494145707641,8.07701931668327,8.23642787351252,7.93141401697952,8.06391428188329,8.49158259390402,7.64592683989937,8.13835384795505,8.24712884996024,8.06033809480054,7.81728000827218,8.38155641605189,8.03007282810465,8.26247189934611,7.88740779016613,8.32258825542095,8.48687342637963,7.88691771933373,8.133292311343,8.1920294756652,8.33757066867151,8.35235072979587,8.27867295848496,8.29377338166769,7.99930411242577,8.23564311610243,8.43385988610525,8.13426482653247
"c96545_g3",8.78434402858121,8.51597154614591,8.67417473336258,8.45987986758027,8.49663414699181,8.38902225688309,8.22360965571494,8.67437083262618,8.83593120036787,8.75269595761037,8.15597028487923,8.90836007183853,8.0227099109756,7.98991177243373,8.92187332495048,7.80693422813958,8.94455238786013,8.01017047022323,7.19776321821124,8.27892601702579,8.87435489029445,8.6106382865976,8.89551466646883,8.00374471691043,8.74455826603641,8.89625239788011,8.23504121316379,7.94159259115919,8.71936730175828,7.73275330867841,8.84537034614907,8.39355765535452,8.87503104836997,7.86779587765763,7.9067845617006,9.08924831255996,8.81266305905223
"c93508_g1",8.998987849275,9.37299748626834,8.8715405057871,9.21634632588595,8.96474221454223,9.31753992914675,8.95574347871262,9.16916993972451,9.13241518716552,9.27952161711073,9.0334384765679,9.30301585782968,9.24181956010248,9.27283777644136,9.09514871092333,9.34959165536429,8.93631710098137,9.46275329654302,9.40686872506252,9.24974165831413,8.88930524560649,9.25638045363177,9.20256569262334,9.4854868042262,9.21302821462939,9.03821157843114,9.29105879355992,9.48493553310055,9.05700305061025,9.37658720053024,9.22475343468306,9.33750565650914,9.17443332655936,9.48229313438316,9.28997502407811,9.26560820489865,8.99149664850961
"c81588_g1",7.2526743469815,7.49366687168948,7.44408842516227,7.64054654335749,7.39372328319607,7.58624828311991,7.41473776052899,7.67157691473872,7.58667910865183,7.45167334845343,7.47536659823375,7.40905176493289,7.55452313309397,7.72034613631661,7.39345109761471,7.6779008532258,7.41894754643572,7.6103151909564,7.47792854933443,7.55717479024316,7.46342690786318,7.55323426481717,7.48993879213891,7.58873824360392,7.59532946388405,7.36995696124937,7.43375789717658,7.51311737157226,7.49914261793449,7.67529854065051,7.47445706916083,7.63539389842785,7.47400070106871,7.62401095654229,7.36062410408468,7.42158164611618,7.46337961565277
"c93600_g2",7.14795642371976,7.12860138596719,7.10433150633224,7.48902060949268,7.11390032318098,7.27169663425267,7.18446347828874,7.55850341112806,7.09130991830619,7.47035642973732,7.28451025016448,7.2388621032002,7.2679549915147,7.35437747024499,7.01175109722037,7.34877550156194,7.08598548539779,7.44212969894543,7.54649945587901,7.56466225914527,7.13235647691647,7.37308016806793,7.14969722105207,7.35649617947101,7.45001914325389,7.38252563145247,7.36426888977577,7.43695305252948,7.02421846533328,7.614751258547,7.14688337745234,7.52227359135149,7.09236754744861,7.47052464748945,7.18354934859015,7.27723644159064,7.06058081681426
"c88770_g8",9.02791896751812,9.0639449222139,8.8360758012162,8.99907268948976,8.71920878041421,8.86915600687902,8.78329455600741,8.96638737059515,8.92276053792672,9.11336705368845,8.84638158916956,8.93896052089982,9.17658316871409,9.14541129440742,8.83531234034452,9.08627152273425,9.12160586372637,9.17732124221735,9.0061831205863,8.91178617412898,8.87184730736195,9.22357593096056,8.74673822130099,9.01059202284943,8.83225314963509,8.68795260678843,9.20288747624809,9.08248522322636,8.84475302389032,9.02703256819087,8.72222634809463,9.04426994496148,8.71555652563048,8.88324319926731,8.79642893426069,8.69841643896762,8.81266305905223
"c94720_g8",8.35816807602325,8.04060830435002,8.17268884181095,8.07772332095386,8.36049219507484,7.95713688537698,8.24125195066338,8.22590618995768,8.3282307076347,7.856305898978,8.43067227491797,8.2865360399643,8.0574161877634,8.0150738827642,8.34048384546217,7.5440440093489,8.23943698084971,7.52954612648694,7.91433491083566,7.51893216185401,8.30345951996333,7.78076254351635,8.40676837517677,7.82811889499437,8.28222908082544,8.15169533354677,7.98867158858796,7.72726797401078,8.25297428353708,7.46478303573882,8.283957046063,7.88100245480703,8.2368264978613,7.40223818122353,8.37288623177304,8.14627722413053,8.27191256354252
"c95937_g3",8.81475017474694,9.49417678641959,8.70087739538396,8.95173378799408,8.87929935740754,8.91012624964327,8.95574347871262,9.23070549741956,9.15469326293381,8.95610126161532,9.22162636230635,8.77866631000908,9.15414411443396,9.14807689933456,8.79910176912627,9.35251661616737,9.00086677403149,9.27289522633974,9.40686872506252,8.91691259027764,8.77838309607482,8.86304233570707,8.86161221593202,8.95484800500024,8.82544050751298,9.00827188283382,9.02677931497766,8.85683733175808,8.85491272203673,8.803589985021,8.58961178201212,8.8502195867926,8.93108601953898,9.23533742923632,8.63424571723923,8.9435517489476,8.98263983827045
"c76445_g1",7.2148342846491,7.04737301857362,7.27323796354846,6.91138458004706,7.47464607997919,6.90307063601495,7.44976209133935,6.78256878370076,7.10517025604368,7.0756267387358,7.29554349683458,7.254273550626,7.2679549915147,7.29641126245059,7.08013628041844,6.91199735329548,7.3611431769771,7.0631296922438,6.87981384710888,7.03477916453723,7.43976639429475,6.74270248529713,7.44556461345795,6.82688658018078,7.4290247558646,7.38252563145247,6.81958385730541,6.83535163886856,7.10801214328627,7.099411713619,7.23121601867739,7.27363941145384,7.18500189192172,7.34779239402542,7.56695887005538,7.16110350650953,7.33605861282999
"c93927_g1",6.46300258819168,6.85292439661607,6.32989940076763,6.75008941865159,6.54651668606223,6.92524512909843,6.3902125417062,6.49747378990067,6.71464994716434,7.08970363186071,6.57027160866503,6.59190684604097,6.70826124964217,6.73571482291659,6.66951466468783,6.88723254996469,6.56384780222866,6.95745684158941,6.79493587858916,6.85669269145451,6.46944768990847,6.92512554777896,6.67706113793227,6.92109323003707,6.62516637144231,6.48549499803785,7.00505839975758,7.1168801191836,6.56597561519726,7.19935907805547,6.5974968290423,6.84308460318913,6.73939410839323,7.02666634617703,6.46551132043146,6.44199890860136,6.75701383167735
"c82444_g1",8.52958331598705,8.56925892325321,8.7205656085922,8.36166068482959,8.52144457061212,8.42626743958328,8.60931360596176,8.53589950287043,8.51701191863249,8.68905389993113,8.56039891854302,8.5625896308123,8.46434583769361,8.52636754444721,8.52793401893409,8.39347287350643,8.69790580755974,8.37790644282573,8.2080307005551,8.38170986422849,8.35603841250139,8.46218435543327,8.63841940931804,8.49236607670285,8.81859387214743,8.76632286620203,8.26014696454595,8.6102541869471,8.98750857389456,8.48366253258586,8.737303255403,8.56695916743338,8.81973464617746,8.54117658407937,8.60363826062891,8.74472113430305,8.48459118474944
"c72950_g1",8.82805047299519,8.54731284653276,8.90041190395623,8.34587762237323,8.71920878041421,8.80729625655213,8.95316806718612,8.48902860286304,8.77268223089451,8.70947471800525,8.87640463179606,8.9577473152399,8.52535352960938,8.51373508025607,9.36382027348653,8.73411073647193,9.09238851952036,8.41874812630566,8.59943061066024,8.76561773646935,8.28803893704498,8.64351965862251,8.97928699649355,9.02688747331044,8.79435773727412,8.75019419483768,8.44526959671232,8.60691194479321,9.32118976204064,8.40450484309582,9.04096919736606,8.41366518468736,8.99327218037731,8.44566806154582,8.97630420977847,8.74016085649718,8.89712203241803
"c89296_g8",11.0183883078048,10.4269610948659,10.9348790375106,10.2231821518243,10.9259412289065,10.9942528420181,11.1317803076711,10.9099348891491,11.0158966497487,10.531933096659,10.8045589365593,11.3138833643107,10.4767045258708,10.6462520730994,11.8948346312376,10.743281518878,11.6760266990297,10.4043814591139,10.5113090852003,10.9217131915717,10.1286853749374,11.0071915468927,11.3463081846612,11.3790680794388,11.0631798724528,11.0014786384133,10.3653128708697,10.6590621566582,11.8724572436783,10.3901983547648,11.5545407878411,10.4446818637324,11.5089416910225,10.4706670560277,11.4399809751024,10.7859776058348,11.5548111231309
"c92349_g4",7.18869209337209,7.1737890063524,7.18073037275212,7.23040535428487,6.75300555825719,7.34037461502143,6.83284685379218,7.2420850321807,6.68941180712187,7.35271371613759,6.63226968902501,6.54724443905255,7.36763085326772,7.03428873882157,6.52301214882728,7.34877550156194,6.82201352998179,7.31740354372088,7.28787622026969,7.4547054963044,6.75046168406333,7.25164173896136,6.91719156897668,7.18537606115968,6.65655949607769,6.71697021534205,7.31821228880695,7.15328338771051,6.95826743019156,7.31029393417186,6.83694368647243,7.35428151132062,6.86595045557434,7.21801333208605,7.06114638393841,6.64241683004849,6.82561346494301
"c91332_g1",9.82549459916348,10.1241929365311,9.85940885986044,10.1359909448793,9.83254422780054,9.95870230949877,9.9824719847686,9.90610048665363,10.0368741917501,9.95941763055327,9.93555460731782,9.85357803371947,10.0055800395833,9.89369104436604,9.93385386136554,10.1938286715225,9.86943544097993,10.1292740916928,9.98677124665237,9.94893175221357,9.8104816422358,10.1452820844971,9.94401266422678,10.0720932192366,9.88785087983316,9.89401869319997,9.85002068981409,10.0765544370671,9.88668742035631,9.98997426062233,9.86277390672524,10.0823835506058,9.95432234122937,9.96443545799983,9.96480913296424,9.98702213851183,9.84314963285839
